,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
191,"Arlington, VA 22201 (Lyon Village area)",CNA Corp.,5501899cd218bb37,Research Analyst,,,,5 days,2016-10-16 00:30:23.897629
192,"Arlington, VA",Bennett Aerospace Inc.,91e6c739f52c1cb0,Mathematician / Statistician,,,,30+ days,2016-10-16 00:30:23.897629
193,"Falls Church, VA 22042",Noblis,511aa8d585c315f6,Senior Data Analytics Engineer,,51.0,14,30+ days,2016-10-16 00:30:23.897629
194,"Arlington, VA",Planned Systems International,c27b0298703643e5,Research Analyst,,55.199997,7,19 days,2016-10-16 00:30:23.897629
195,"Washington, DC",Ipsos North America,176e60bf8a7feb17,USPA - Associate Research Scientist,,42.6,185,10 days,2016-10-16 00:30:23.897629
196,"Chevy Chase, MD",GEICO,d1d5d014a2396c39,Strategic Modeling & Statistical Analyst,,42.6,1429,30+ days,2016-10-16 00:30:23.897629
197,"Washington, DC",Clarus Group,a2b4dacbb8df7fd9,Senior Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
198,"College Park, MD","Science System and Applications, Inc.",1923bbf0e7e86170,NCEP Modeling and Data Assimilation Scientist,,52.199997,15,30+ days,2016-10-16 00:30:23.897629
199,"Washington, DC",Oak Ridge Associated Universities,be4b9f17385c9e1a,EPA Science Technology Policy Council Support Associate,$29.28 an hour,43.2,15,17 days,2016-10-16 00:30:23.897629
200,"Washington, DC 20012 (Takoma Park area)",BayFirst Solutions LLC,8c1b9888ba235c49,Operations Research Analyst,,,,16 days,2016-10-16 00:30:23.897629
201,"Washington, DC",The Camstoll Group,7a693f189ac46ba5,"Research Analyst Intern, Washington DC",,,,8 days,2016-10-16 00:30:23.897629
202,"Tysons Corner, VA",Salient CRGT,373dffd501c17cf6,Data Scientist 4,,42.6,5,25 days,2016-10-16 00:30:23.897629
203,"McLean, VA",Hilton Corporate,8ffe767b11e54bae,"Sr. Analyst, Data Analytics",,,,12 days,2016-10-16 00:30:23.897629
204,"Tysons Corner, VA",CRGT Inc.,53b805e5f6c1b02f,Data Scientist 4,,41.4,49,25 days,2016-10-16 00:30:23.897629
205,"Washington, DC",FiscalNote,dc21dd9f269553a9,"Software Engineer, Data Ingestion",,,,30+ days,2016-10-16 00:30:23.897629
206,"Washington, DC 20024 (South West area)",Mathematica Policy Research,c5b715887d5345ab,Health Research Analyst,,43.2,34,30+ days,2016-10-16 00:30:23.897629
207,"Washington, DC",Universal Health Services,6eb2ae81054dff95,"Manager, Data Analysis Quality Assurance",,,,11 days,2016-10-16 00:30:23.897629
208,"Springfield, VA",General Dynamics - Information Technology,08f26bc69929e4bf,Data Scientist,,43.8,3520,30+ days,2016-10-16 00:30:23.897629
209,"College Park, MD",University of Maryland,1ebc921eb3fa3b44,Data Scientist,,52.199997,409,30+ days,2016-10-16 00:30:23.897629
210,"Rockville, MD",GlaxoSmithKline,4db5bce16fe066f8,Expert Statistician,,52.199997,1673,16 days,2016-10-16 00:30:23.897629
211,"Washington, DC","Applied Research Associates, Inc",0382ff651ef91cd9,Senior Operations Research Analyst,,43.8,19,9 days,2016-10-16 00:30:23.897629
212,"Reston, VA",Coverent,19dd640336619b0d,Data Engineer,,,,23 days,2016-10-16 00:30:23.897629
213,"Rockville, MD",The National Center for Advancing Translational Sc...,11fb3cc09c611cb8,"Research Scientist, Chemical Development",,,,3 days,2016-10-16 00:30:23.897629
214,"Arlington, VA",International Development Group,2578c2162d8278a5,Senior Statistician,,,,22 days,2016-10-16 00:30:23.897629
215,"Washington, DC",Arch Capital Group Ltd.,1ab24dd3ae78209a,"Sr Manager/Director, Data Scientist",,,,14 days,2016-10-16 00:30:23.897629
216,"Washington, DC",Consumer Financial Protection Bureau,c85550772f8c7fe0,Research Assistant CN-30/40,"$48,509 - $118,746 a year",42.6,20,1 day,2016-10-16 00:30:23.897629
217,"Washington, DC 20001 (Shaw area)",Truth Initiative,2ad928e20283e214,"Research Analyst, Schroeder Institute",,,,29 days,2016-10-16 00:30:23.897629
218,"McLean, VA",Latitude Inc.,17f2177b92ce2c9e,Sr. Data Scientist(Big Data),,,,30+ days,2016-10-16 00:30:23.897629
219,"Springfield, VA",Celestar Corporation,ce9ac166e55bd20f,Data Scientist (MACSM),,53.4,7,30+ days,2016-10-16 00:30:23.897629
220,"Washington, DC",U.S. Department of Labor,65a02efcdf622be6,Economist or Statistician (Economics),"$92,145 - $119,794 a year",51.0,264,10 days,2016-10-16 00:30:23.897629
221,"Washington, DC 20037 (Foggy Bottom area)",Association of American Medical Colleges,903e9cf7c219737b,Research & Data Analyst,,51.0,29,30+ days,2016-10-16 00:30:23.897629
222,"Bethesda, MD 20814",Abt Associates,56682eccc8f46240,Senior Analyst,,52.199997,19,1 day,2016-10-16 00:30:23.897629
223,"Washington, DC",Booz Allen Hamilton,3207bf8845dd9838,"Data Scientist / Intelligence Analyst, Senior",,44.4,945,30+ days,2016-10-16 00:30:23.897629
224,"Rockville, MD",The National Center for Advancing Translational Sc...,73186eb220bc5a60,"Research Scientist, Biologics Development",,,,3 days,2016-10-16 00:30:23.897629
225,"Washington, DC 20230 (Downtown area)","US Department of Commerce, Commerce Data Service",208cbc1b5e9e08db,Head of Software Engineering,,,,16 days,2016-10-16 00:30:23.897629
226,"Washington, DC 20036 (Downtown area)",KPMG,af7f397d86508bc8,"Data Scientist, Natural Language Processing",,51.0,1768,30+ days,2016-10-16 00:30:23.897629
227,"Washington, DC",USAC,bcdd4a855426e4f8,"Program Analyst, Data Analysis",,43.8,12,30+ days,2016-10-16 00:30:23.897629
228,"Rockville, MD","OMNITEC Solutions, Inc",284da9c962532329,Scientific Data Analyst / Curator,,54.0,2,30+ days,2016-10-16 00:30:23.897629
229,"Washington, DC 20008 (Cleveland Park area)",Greenwald & Associates,6404de7ace924c6d,Market Research Analyst,,,,29 days,2016-10-16 00:30:23.897629
230,"Washington, DC",HelloWallet,e5f2f9023b21310a,Junior Data Analyst – Client Success,,,,29 days,2016-10-16 00:30:23.897629
231,"Reston, VA",Synchronoss,2aa080f95903d142,Data Scientist - Architect,,43.8,14,15 days,2016-10-16 00:30:23.897629
232,"Reston, VA","Synchronoss Technologies, Inc.",5a749bef7bcfdd1a,Data Scientist - Architect,,,,15 days,2016-10-16 00:30:23.897629
233,"Bethesda, MD",National Opinion Research Center (NORC),0293c9dc09d5d6de,Statistician,,,,30+ days,2016-10-16 00:30:23.897629
234,"Bethesda, MD",National Opinion Research Center (NORC),ed2a8f52b314121a,Senior Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
235,"Arlington, VA 22203 (Bluemont area)","Privia Health, LLC",ae91b0db54356198,Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
236,"Laurel, MD",The Johns Hopkins Applied Physics Laboratory,89515ed162bb4837,Applied Mathematician/Physicist (Analytic Modeling and Data...,,51.0,30,16 days,2016-10-16 00:30:23.897629
237,"Rockville, MD 20855",Intelligent Automation,ba6a0438ccfc3302,Research Scientist - Big Data Analytics,,40.8,3,30+ days,2016-10-16 00:30:23.897629
238,"Chantilly, VA","Commonwealth Computer Research, Inc.",d13667794d1849c3,Senior Data Scientist,,,,9 days,2016-10-16 00:30:23.897629
239,"College Park, MD",EXCELLENCE CONSULTING,1dba2ab561502d7e,Research Support Scientist,,,,27 days,2016-10-16 00:30:23.897629
240,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Thomas & Herbert Consulting LLC,055381f744eef0fa,Research Associate (Business Process Reengineering Analyst),,,,8 days,2016-10-16 00:30:23.897629
241,"Washington, DC 20036 (Downtown area)",Uber,d05c981b44fb38f0,Regional Marketing Research Lead,,51.6,156,17 days,2016-10-16 00:30:23.897629
242,"Bethesda, MD",Latinum Network,c481ee3e900ddedb,"Analyst, Research Operations & Technology",,,,9 days,2016-10-16 00:30:23.897629
243,"Arlington, VA",Oak Ridge Associated Universities,30d73e861bbf7f9d,Emergent Statistical Approaches in Quantitative Health Risk...,,43.2,15,9 days,2016-10-16 00:30:23.897629
244,"Reston, VA",Praxis Engineering,ac5de49a47576df6,Data Scientist - Mid,,55.800003,9,5 days,2016-10-16 00:30:23.897629
245,"Rockville, MD",Mid-Atlantic Permanente Medical Group,670590dce1239870,Research Data Analyst I,,,,19 days,2016-10-16 00:30:23.897629
246,"Chantilly, VA",CCRi,c4007939ee9e5aa2,Senior Data Scientist,,42.0,11,9 days,2016-10-16 00:30:23.897629
247,"Bethesda, MD",National Opinion Research Center (NORC),7e9f14f5325c5a73,Senior Research Analyst - Health Informatics,,,,2 days,2016-10-16 00:30:23.897629
248,"Washington, DC",Vencore,c2fb69f6683e5381,Operations Research Analyst,,42.0,43,9 days,2016-10-16 00:30:23.897629
249,"Fairfax, VA",CGI,0dda288d0a4609af,Big Data Architect/Data Scientist,,42.6,726,17 days,2016-10-16 00:30:23.897629
250,"Arlington, VA",AvalonBay Communities,e73078fc9a6b356a,Big Data Engineer,,43.2,153,30+ days,2016-10-16 00:30:23.897629
251,"Arlington, VA",Aptima,3e4e2e0b5b56c126,Data Scientist (Senior) (VA),,,,23 days,2016-10-16 00:30:23.897629
252,"Washington, DC",Gallup,48c37c2cdaa697ae,Data Engineer,,44.4,61,30+ days,2016-10-16 00:30:23.897629
253,"Bethesda, MD","Aledade, Inc.",cbb208b885cb93fc,Research Analyst,,,,17 days,2016-10-16 00:30:23.897629
254,"Washington, DC",Leidos,8e0d3e869692a127,Health Information Data Analyst,,43.8,187,30+ days,2016-10-16 00:30:23.897629
255,"McLean, VA",NeuStar,96ede13c6d574d15,Sr Statistician,,51.0,26,30+ days,2016-10-16 00:30:23.897629
256,"Bethesda, MD",Evidera,a609a7904404e8bb,"Senior Statistician - Modeling & Simulation – Bethesda, MD",,42.6,5,26 days,2016-10-16 00:30:23.897629
257,"Bethesda, MD 20814",Comcast,0ea5e3277629c68c,"Analyst, Advertising Research & Insights",,43.8,6366,18 days,2016-10-16 00:30:23.897629
258,"Washington, DC",Booz Allen Hamilton,7298eadae90bde78,"Data Scientist, Mid",,44.4,945,30+ days,2016-10-16 00:30:23.897629
259,"Washington, DC",The Camstoll Group LLC,04deae1e8d636098,Research Analyst,,,,26 days,2016-10-16 00:30:23.897629
260,"College Park, MD",Applied Communication Sciences,6adcb5e39d714456,Associate Research Scientist,,,,18 days,2016-10-16 00:30:23.897629
261,"Washington, DC",ICF,b9608528cf42891d,Management Analyst - DHS,,40.8,233,15 days,2016-10-16 00:30:23.897629
262,"Bethesda, MD",Evidera,bb76411c68828b53,"Research Scientist - Meta Research - Bethesda, MD",,42.6,5,14 days,2016-10-16 00:30:23.897629
263,"Silver Spring, MD",Oak Ridge Associated Universities,9ac1cb1ffc80e580,Clinical Trial Data Transformation & Integration Fellowship...,,43.2,15,30+ days,2016-10-16 00:30:23.897629
264,"Washington, DC","The Upside Travel Company, LLC",285bc4bb3dc15c38,Chief Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
265,"Washington, DC",FiscalNote,433ce7a64f8cc4d8,Research Scientist,,,,30+ days,2016-10-16 00:30:23.897629
266,"Washington, DC",OBXtek,fde23e2965b2240f,Operations Research Analyst,,40.2,6,30+ days,2016-10-16 00:30:23.897629
267,"Washington, DC 20009 (U Street Corridor area)",American Geophysical Union,95abda590c7fd4cd,"Assistant Director, Content and Analysis",,43.8,8,10 days,2016-10-16 00:30:23.897629
268,"Laurel, MD",The Johns Hopkins Applied Physics Laboratory,45d332879979105b,Junior Data Scientist / Researcher,,51.0,30,30+ days,2016-10-16 00:30:23.897629
269,"Silver Spring, MD",Apogee Engineering,39f1599afa17f962,Operations Research Analyst,,55.800003,5,5 days,2016-10-16 00:30:23.897629
270,"Herndon, VA 20170",Raytheon,1a101df187fb217e,Web Based Research Analyst,,51.0,1247,3 days,2016-10-16 00:30:23.897629
271,"Washington, DC 20431 (Foggy Bottom area)",International Monetary Fund,a8fce3805beb0f52,Information Technology Officer (Technology Integration) - IT...,,51.0,46,8 days,2016-10-16 00:30:23.897629
272,"Fairfax, VA",CGI,2e024adf370c7fa7,Data Scientist,,42.6,726,30+ days,2016-10-16 00:30:23.897629
273,"Rockville, MD 20850",NantWorks,7acd364d28c42cfe,"Research Scientist, Mass Spectrometry",,,,3 days,2016-10-16 00:30:23.897629
274,"Washington, DC",Booz Allen Hamilton,172ed143c01f93d9,Defense Research Analyst,,44.4,945,12 days,2016-10-16 00:30:23.897629
275,"Bethesda, MD 20817",SAIC,5670a6591004212e,Psychology Research Analyst Job,,51.6,1268,8 days,2016-10-16 00:30:23.897629
276,"Rockville, MD",ICF,55e9a9b4385f584f,Data Analyst,,40.8,233,29 days,2016-10-16 00:30:23.897629
277,"Washington, DC","Police Complaints, Office of",67c97da02ceb2059,Research Analyst,"$68,294 - $87,374 a year",,,24 days,2016-10-16 00:30:23.897629
278,"Reston, VA 20190",Vistronix,03ab18fd96a34b95,Senior Data Scientist / Software Engineer,,51.0,13,30+ days,2016-10-16 00:30:23.897629
279,"Bethesda, MD 20814",3E Company,88aaad4cf5ab6497,Regulatory Food Data Analyst,,44.4,8,30+ days,2016-10-16 00:30:23.897629
280,"Washington, DC",ICF,95996305d68d551f,Climate Adaptation and Resilience Specialist,,40.8,233,24 days,2016-10-16 00:30:23.897629
281,"National Harbor, MD",Novetta,c4144af67a2d3d41,Computer Scientist,,,,16 days,2016-10-16 00:30:23.897629
282,"College Park, MD",Applied Communication Sciences,9e6cae7fb2547e59,Senior Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
283,"Reston, VA 20191",Engility Corporation,f4ec7cd63e182e03,Data Architect/Scientist,,43.2,243,29 days,2016-10-16 00:30:23.897629
284,"Herndon, VA",Evans & Chambers Technology,7a6d8dcf12fd7bc9,Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
285,"Washington, DC","Illumina, Inc.",549f20e9c19d242e,Sequencing and Data Analysis Sales Specialist - East,,41.4,51,19 days,2016-10-16 00:30:23.897629
286,"Reston, VA 20190","Metron, Inc.",9d6a8862e3b2c1a9,Analyst,,,,19 days,2016-10-16 00:30:23.897629
287,"Washington, DC",RAND Corporation,a15df407450ee442,Research Assistant,,44.4,12,16 hours,2016-10-16 00:30:23.897629
288,"Rockville, MD","Dolphin Solutions, Inc",d11c89e319a5697b,BI Analyst,,,,30+ days,2016-10-16 00:30:23.897629
289,"Springfield, VA","Quadrint, Inc.",32a3681f3ffe6ed4,ETL Developer,,,,15 days,2016-10-16 00:30:23.897629
290,"Hyattsville, MD",Harris Corporation,4181a168950081f5,Statistical Analysis System Analyst,,43.2,239,29 days,2016-10-16 00:30:23.897629
291,"Washington, DC",ProMatcher,c51ffcca367c551f,Research & Marketing Analyst,,,,26 days,2016-10-16 00:30:23.897629
292,"Alexandria, VA",Booz Allen Hamilton,0b589a840747e04f,"Data Scientist, Senior",,44.4,945,15 days,2016-10-16 00:30:23.897629
293,"Washington, DC",Leidos,cf7e3c9ebf7f2a73,Quantitative Statistical Analyst,,43.8,187,30+ days,2016-10-16 00:30:23.897629
294,"Springfield, VA",Altamira Technologies Corporation,e0a882cbd04c705e,Senior Data Scientist,,42.0,4,30+ days,2016-10-16 00:30:23.897629
295,"College Park, MD",Optimal Solutions Group LLC,9c8a57468a13b256,Research Analyst III,,,,10 days,2016-10-16 00:30:23.897629
296,"Gaithersburg, MD 20877",Meso Scale Diagnostics,002312741b48adba,Scientist III,,,,2 days,2016-10-16 00:30:23.897629
297,"Rockville, MD",ICF,fa106d32c483cbed,Data Processing Specialist,,40.8,233,23 days,2016-10-16 00:30:23.897629
298,"Washington, DC",Outsourced Infrastructure Solutions,0424e04c778cf5a7,Research Analyst,,,,22 days,2016-10-16 00:30:23.897629
299,"McLean, VA",Coverent,21aa8ddd5cd57a8b,Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
300,"Arlington, VA 22201 (Lyon Village area)",CNA Corp.,5b50b26f56414b24,Associate Research Analyst,,,,5 days,2016-10-16 00:30:23.897629
301,"Washington, DC 20005 (Logan Circle area)",Sawdey Solution Services,1f4ed1e4c6a7eb81,"Operations Research Analyst- Washington, DC",,42.0,2,30+ days,2016-10-16 00:30:23.897629
302,"Washington, DC",Striker Pierce LLC,4eb31e539ea09eed,Research Analyst,"$36,000 a year",,,20 days,2016-10-16 00:30:23.897629
303,"Fairfax, VA 22030",Invincea,1d78762a870fcc0a,Principal Data Science Research Engineer,,,,30+ days,2016-10-16 00:30:23.897629
304,"Washington, DC",The Advisory Board Company,219c61c2fdcf9992,"Senior Analyst, EAB Strategic Research",,42.6,69,18 days,2016-10-16 00:30:23.897629
305,"Washington, DC",Twentieth Century Fox,70f1b81a569a4022,Research Analyst,,42.6,14,30+ days,2016-10-16 00:30:23.897629
306,"Rockville, MD",The Henry M. Jackson Foundation for the Advancemen...,2a3f80271832cd81,Protocol/Technical Writer (211711),,,,12 days,2016-10-16 00:30:23.897629
307,"Washington, DC",CEB,bc97c59dc59adebc,TM Labs Research Scientist,,40.8,72,30+ days,2016-10-16 00:30:23.897629
308,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Deloitte,169d7a177e477b77,Insight Studio Analytics Designer,,51.0,3464,9 days,2016-10-16 00:30:23.897629
309,"Washington, DC",SiloSmashers,146595544a2d7304,Research Analyst - Acquisitions,,,,30+ days,2016-10-16 00:30:23.897629
310,"Washington, DC","Tygart Technology, Inc.",af9effa02139e383,Data Scientist,"$140,000 a year",,,30+ days,2016-10-16 00:30:23.897629
311,"Crystal City, VA",Genova Technologies,b5728d8982fdb60b,Scientist/Engineer III (Mission System Software Engineer),,52.199997,5,9 days,2016-10-16 00:30:23.897629
312,"Ashburn, VA 20147",George Washington University,b4b017875f9bd493,Research Scientist,,51.6,250,23 days,2016-10-16 00:30:23.897629
313,"Fort George G Meade, MD",National Security Agency,d59b238caf65295f,Cryptologic Computer Scientist,"$65,572 - $84,611 a year",53.4,78,15 hours,2016-10-16 00:30:23.897629
314,"Arlington, VA",BOEING,7861fac036d7ecbe,Senior Strategy Analyst,,51.6,2923,8 days,2016-10-16 00:30:23.897629
315,"College Park, MD",Vencore,f9cfbb54cc94207f,Associate Research Scientist,,42.0,43,18 days,2016-10-16 00:30:23.897629
316,"Washington, DC",Addx,b613ac0bdae5e919,Journeyman Operations Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
317,"Arlington, VA 22203 (Bluemont area)",FRANdata,595ce615a07aa437,Junior Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
318,"McLean, VA 22102",Engility Corporation,e0a89aec44eed9f1,Research Scientist,,43.2,243,29 days,2016-10-16 00:30:23.897629
319,"Washington, DC",Labcorp,f4a27efddb9f989b,Corporate Administration Human Resources Specialist,,43.2,1700,22 hours,2016-10-16 00:30:23.897629
320,"Herndon, VA",SDL Government,f4a052a7fce17de5,MT / NLP / Data Analytics Technologist,,,,30+ days,2016-10-16 00:30:23.897629
321,"Gaithersburg, MD",inVentiv Health Clinical,f9214726234c9088,Statistician - REMOTE - 100758,,43.8,52,30+ days,2016-10-16 00:30:23.897629
322,"Fairfax, VA 22030",Invincea,859eb6db3f89663a,Chief Data Scientist,,,,30+ days,2016-10-16 00:30:23.897629
323,"Arlington, VA",ICF,8f14733967674a46,Program Support Analyst,,40.8,233,15 days,2016-10-16 00:30:23.897629
324,"Silver Spring, MD","AceInfo Solutions, Inc",1959a7a146491d0e,Scientific Programmer,,,,3 days,2016-10-16 00:30:23.897629
325,"Bethesda, MD",Mitre Corporation,bab694a6b65a60ac,Lead Secure Data Scientist,,51.6,106,30+ days,2016-10-16 00:30:23.897629
326,"Arlington, VA 22201 (Lyon Village area)",In-Q-Tel,30e3906e43efefc5,Geospatial Data Scientist,,42.0,2,8 days,2016-10-16 00:30:23.897629
327,"Washington, DC",General Assembly,3c7209b3d9bbccb6,Data Science Instructor,,52.800003,74,30+ days,2016-10-16 00:30:23.897629
328,"Washington, DC",Access Group Inc.,2f1df665be7e4a2f,Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
329,"Washington, DC",Corporate Brokers,e72a993bae557437,Data Scientist,,52.199997,21,30+ days,2016-10-16 00:30:23.897629
330,"Alexandria, VA",American Diabetes Association,9040c5aa9f1534fb,"Data Manager/Analyst, Outcomes Research",,51.0,79,17 days,2016-10-16 00:30:23.897629
331,"Springfield, VA",Booz Allen Hamilton,552ce1093c339a18,"CS Data Scientist, Senior",,44.4,945,19 days,2016-10-16 00:30:23.897629
332,"Washington, DC 20036 (Downtown area)","Oceana, INC",bab67bb61f575e34,Science and Knowledge Management Intern,,,,1 day,2016-10-16 00:30:23.897629
333,"Springfield, VA",Booz Allen Hamilton,d9db574dd14ccca7,"DevOps Data Scientist, Senior",,44.4,945,6 days,2016-10-16 00:30:23.897629
334,"Arlington, VA 22202 (Aurora Highlands area)",Leidos,e6b8e0b0242dfbe8,Machine Learning (ML) Senior Researcher,,43.8,187,30+ days,2016-10-16 00:30:23.897629
335,"Herndon, VA 20170",BOEING,a3a97b821bf29d71,Systems and Data Analyst 4,,51.6,2923,9 days,2016-10-16 00:30:23.897629
336,"Arlington, VA",Capital One,162dad90efe6a105,Software Engineer,,44.4,2904,7 days,2016-10-16 00:30:23.897629
337,"Reston, VA",SOSi,b12cc5abe3281e61,Data Scientist,,43.2,59,30+ days,2016-10-16 00:30:23.897629
338,"Gaithersburg, MD",The Smithers Group,d4980edfbbbca16b,Research Scientist II,,,,2 days,2016-10-16 00:30:23.897629
339,"Washington, DC",Penn Schoen Berland,c92b1f2cfe105079,Survey Scientist,,51.0,2,25 days,2016-10-16 00:30:23.897629
340,"Vienna, VA",Novel Applications of Vital Information,1073f490c15f3149,Research Analyst - Ven-0001,,,,17 days,2016-10-16 00:30:23.897629
341,"Springfield, VA",Booz Allen Hamilton,112b45b7d33bd674,"Mathematics Data Scientist, Senior",,44.4,945,19 days,2016-10-16 00:30:23.897629
342,"Washington, DC",ICF,8cac5986b434018c,Transportation Analyst,,40.8,233,22 days,2016-10-16 00:30:23.897629
343,"Falls Church, VA 22042",T and T Consulting Services,949cc1a14c1e1b45,Data Scientist (Natural Language Processing),,,,21 days,2016-10-16 00:30:23.897629
344,"Rockville, MD",GlaxoSmithKline,1796448c65af71e4,Senior Biologist,,52.199997,1673,2 days,2016-10-16 00:30:23.897629
345,"Washington, DC",Centra Technology,f56e14a291201132,Research Analyst,,42.0,2,30+ days,2016-10-16 00:30:23.897629
346,"Alexandria, VA 22311 (Alexandria Wrest area)",Institute for Defense Analyses,0eca43f8d823e0d3,Research Analyst - Information Technology and Cyber Systems,,42.6,13,4 days,2016-10-16 00:30:23.897629
347,"Sterling, VA",FCi Federal,24a49ecc2caf9e6b,Mail Analyst/Statistician,,,,19 days,2016-10-16 00:30:23.897629
348,"Bethesda, MD",Sayres and Associates,5cf425ae2aee8be3,Research Analyst (NID),,52.199997,6,26 days,2016-10-16 00:30:23.897629
349,"Washington, DC",Central Intelligence Agency,96fab5c03b60484a,Data Scientist,"$62,338 - $160,300 a year",52.800003,83,30+ days,2016-10-16 00:30:23.897629
350,"Alexandria, VA",Central Research,b48596c4e06d42e8,Market Research Analyst,,42.6,17,9 days,2016-10-16 00:30:23.897629
351,"Rockville, MD","EurekaFacts, LLC",924c7bb92c6bd436,Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
352,"Greenbelt, MD","Science System and Applications, Inc.",aa2bece853ee9ff8,Developer / Operations Support,,52.199997,15,25 days,2016-10-16 00:30:23.897629
353,"Arlington, VA",Logistics Management Institute,37ed62e3a5aaf755,Research Analyst - Logistics,,44.4,16,30+ days,2016-10-16 00:30:23.897629
354,"McLean, VA",Booz Allen Hamilton,e4dbbe11f67ee57a,"Research Analyst, Senior",,44.4,945,12 days,2016-10-16 00:30:23.897629
355,"Springfield, VA",Vencore,96b72148c6df258c,Journeyman - Data Scientist,,42.0,43,30+ days,2016-10-16 00:30:23.897629
356,"Washington, DC",Booz Allen Hamilton,726beffc933922e2,Greenplum Data Scientist,,44.4,945,30+ days,2016-10-16 00:30:23.897629
357,"Arlington, VA",Concurrent Technologies Corporation,53e82faaf0eef46e,Principal Data Scientist,,42.0,30,30+ days,2016-10-16 00:30:23.897629
358,"Springfield, VA",BOEING,22fa623df20cef08,Facilities Planner/Analyst - Level 3,,51.6,2923,8 days,2016-10-16 00:30:23.897629
359,"Washington, DC 20024 (South West area)",Mathematica Policy Research,8a4120d28603613f,Human Services Research Analyst for Evidence-Based Technical...,,43.2,34,30+ days,2016-10-16 00:30:23.897629
360,"Bethesda, MD 20817",Rain King Software,5827cb3951e4122d,Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
361,"Alexandria, VA",G-Technology Group,f1a239ae1b06281d,Electronic Technician,$17 an hour,,,9 days,2016-10-16 00:30:23.897629
362,"Washington, DC",SBG Technology Solutions,6d6b378871f5d8e7,Research Analyst,,,,30+ days,2016-10-16 00:30:23.897629
363,"Washington, DC","Elite Technical Services, Inc.",086f514b5ecfe2ae,Data Architect and Engineering,"$120,000 - $190,000 a year",,,1 day,2016-10-16 00:30:23.897629
364,"Springfield, VA 22151",Leidos,975dd56a17626edd,Spectral Research Scientist,,43.8,187,10 days,2016-10-16 00:30:23.897629
365,"McLean, VA 22102",Freddie Mac,f054c6288d6a5e50,Data Scientist Professional,,51.0,255,30+ days,2016-10-16 00:30:23.897629
366,"Bethesda, MD",National Opinion Research Center (NORC),5dc9f27f8e9347a4,Senior Statistician,,,,30+ days,2016-10-16 00:30:23.897629
367,"Washington, DC",General Assembly,6901b51ddea082d3,Part Time Data Science Instructor,,52.800003,74,30+ days,2016-10-16 00:30:23.897629
368,"McLean, VA",Capital One,d8f19e35230ca80e,"Sr. Director, Data Analytics",,44.4,2904,13 hours,2016-10-16 00:30:23.897629
369,"Arlington, VA",Seneca Resources,b55cd6faef2e739a,Sr. Data Scientist,,51.0,7,15 days,2016-10-16 00:30:23.897629
370,"Suitland, MD",Vencore,a39b81b0f5c757c2,Image Scientist,,42.0,43,20 hours,2016-10-16 00:30:23.897629
371,"College Park, MD",Applied Communication Sciences,d6abcccb9f3b6f71,Software Developer (Python),,,,10 days,2016-10-16 00:30:23.897629
372,"College Park, MD",Vencore,6bbe30591f0a222c,Software Developer (Python),,42.0,43,10 days,2016-10-16 00:30:23.897629
373,"Arlington, VA",Vencore,136532b2cfcc7e9d,Jr Program Engineer - Scientist,,42.0,43,7 days,2016-10-16 00:30:23.897629
374,"Washington, DC",Cardinal Consulting Group,6ee5465cd51fae40,Data Architect,"$65,000 a year",,,30+ days,2016-10-16 00:30:23.897629
375,"Bethesda, MD",Columbus Technologies and Services,d2d33e5be26da70e,Scientific Program Analyst,,,,4 days,2016-10-16 00:30:23.897629
376,"Arlington, VA 22202 (Aurora Highlands area)",OmniEarth,f94f301af9d53b66,Data Engineer,,,,30+ days,2016-10-16 00:30:23.897629
377,"Silver Spring, MD",Consolidated Safety Services,772353aa6144f1ec,Data Management Specialist,,42.0,4,30+ days,2016-10-16 00:30:23.897629
378,"Arlington, VA",ByteCubed,9e5135030accbec4,Senior Data Scientist - Machine Learning,,,,30+ days,2016-10-16 00:30:23.897629
379,"Bethesda, MD 20816",Engility Corporation,7d4f630388677451,Senior Production Specialist,,43.2,243,1 day,2016-10-16 00:30:23.897629
380,"Washington, DC 20024 (South West area)",Mitre Corporation,40edc03f61907d60,Lead Data Scientist,,51.6,106,30+ days,2016-10-16 00:30:23.897629
381,"Silver Spring, MD",Dynamac Corporation,a10e30218b3c213c,Data Management Specialist,,52.800003,7,30+ days,2016-10-16 00:30:23.897629
382,"Springfield, VA","Advanced C4 Solutions, Inc. (AC4S)",8c746f200aae4850,Statistician/Imagery Science Support Level 1,,,,29 days,2016-10-16 00:30:23.897629
